#{"t_start": 1775812281.8637247, "env_id": "None"}
r,l,t
-1.23,2,23.437808
-0.21,9,23.511928
-1.32,5,23.549297
-1.32,5,23.586749
-1.38,7,23.659975
-1.56,13,23.771315
-1.53,12,23.88376
-1.38,7,23.957473
-1.47,10,24.067999
0.0,2,24.069293
-1.44,9,24.144596
-1.38,7,24.218193
-1.29,4,24.255266
-1.38,7,24.329264
-1.47,10,24.404548
-1.38,7,24.478607
-1.23,2,24.514788
-1.38,7,24.553726
-0.03,3,24.590631
-1.29,4,24.627926
-1.32,5,24.665679
-0.18,8,24.740204
-1.35,6,24.813647
-1.2,1,24.814306
-1.23,2,24.851207
-1.5,11,24.927694
-1.44,9,25.038465
-1.29,4,25.075876
-1.44,9,25.15103
-1.29,4,25.188793
-1.2,1,25.189478
-0.03,3,25.226459
-0.06,4,25.264033
-1.2,1,25.264657
-1.44,9,25.339957
-1.23,2,25.376325
-0.18,8,25.451908
-1.2,1,25.452526
-1.32,5,25.4906
-1.32,5,25.563805
-1.2,1,25.564481
-1.26,3,25.60141
-1.26,3,25.60314
-1.23,2,25.639565
-0.21,9,25.715586
-1.41,8,25.790438
-1.2,1,25.79115
-1.44,9,25.903591
-1.2,1,25.904301
-1.26,3,25.941454
-0.18,8,26.017104
-1.47,10,26.093275
-1.26,3,26.130317
-1.2,1,26.130961
-1.26,3,26.168011
-1.23,2,26.169172
-1.2,1,26.205083
-0.51,19,26.3565
-1.23,2,26.393033
-1.2,1,26.393647
-1.29,4,26.431192
-1.56,13,26.544149
-1.23,2,26.580662
-1.26,3,26.617635
-1.35,6,26.656247
-1.62,15,26.807653
-1.23,2,26.808875
-1.44,9,26.920694
-0.03,3,26.922525
-1.32,5,26.995838
-1.26,3,26.997571
-0.18,8,27.072799
-1.41,8,27.148072
-1.2,1,27.184009
-0.33,13,27.296949
-1.23,2,27.298115
-1.2,1,27.334015
-1.35,6,27.37257
-1.29,4,27.410212
-1.23,2,27.446752
-0.03,3,27.448529
-1.29,4,27.485976
-1.35,6,27.560161
-0.3,12,27.672387
-1.32,5,27.710379
-1.2,1,27.711028
-0.09,5,27.784234
0.93,12,27.89833
-1.23,2,27.899554
-1.2,1,27.900159
-2.34,39,28.272719
-1.29,4,28.309921
-1.2,1,28.310567
-1.2,1,28.346139
-1.38,7,28.384976
-0.03,3,28.42166
-1.35,6,28.49489
-1.26,3,28.496573
-1.29,4,28.533746
-0.12,6,28.607165
-1.23,2,28.608317
-1.2,1,28.643714
-0.12,6,28.682368
-0.06,4,28.71944
-1.41,8,28.793641
-1.83,22,29.014659
1.08,7,29.054485
-0.3,12,29.165778
-2.13,32,29.460418
-1.23,2,29.496027
-0.3,12,29.606816
-1.29,4,29.643528
-1.32,5,29.680775
-1.41,8,29.754012
-2.49,44,30.157998
0.0,2,30.194076
-1.38,7,30.232286
-1.53,12,30.342055
-1.32,5,30.413692
-1.35,6,30.451449
-1.32,5,30.488666
-1.62,15,30.634535
-1.2,1,30.635251
-1.41,8,30.709024
-1.26,3,30.745136
-1.74,19,30.928783
-1.47,10,31.003552
-1.2,1,31.038562
-1.38,7,31.076824
-1.23,2,31.112411
-1.59,14,31.223174
-1.29,4,31.259775
-1.23,2,31.295351
-1.2,1,31.295975
-1.2,1,31.296644
-1.2,1,31.331647
-1.35,6,31.369323
-1.56,13,31.479439
-0.45,17,31.660748
-1.29,4,31.697386
-1.32,5,31.734915
-1.74,19,31.919119
-1.35,6,31.957012
-1.38,7,32.029667
-1.32,5,32.066866
-1.2,1,32.067626
-1.26,3,32.103787
-1.23,2,32.139403
-0.06,4,32.176115
-1.2,1,32.176803
-1.2,1,32.177475
-0.24,10,32.285995
-0.21,9,32.35983
-1.2,1,32.36047
-1.83,22,32.57878
-1.2,1,32.579465
-1.2,1,32.580074
-1.5,11,32.689006
-1.26,3,32.725067
-1.2,1,32.725761
-0.18,8,32.799192
-1.38,7,32.87264
-1.23,2,32.873988
-0.45,17,33.022164
-1.29,4,33.05878
-1.2,1,33.093777
-1.35,6,33.131445
-1.47,10,33.240021
-1.2,1,33.24073
-1.35,6,33.278649
-0.12,6,33.351042
-1.32,5,33.388175
-0.12,6,33.460385
-1.32,5,33.497488
-1.92,25,33.716882
-1.86,23,33.936982
-1.53,12,34.046866
-1.29,4,34.083873
-1.26,3,34.119959
-1.32,5,34.157234
-0.24,10,34.23184
0.0,2,34.267432
-1.41,8,34.340644
-1.2,1,34.341285
-1.32,5,34.378426
-1.23,2,34.413975
-0.15,7,34.486731
-1.32,5,34.523946
-1.38,7,34.596711
-1.38,7,34.634883
-1.23,2,34.670462
-1.47,10,34.744524
-1.2,1,34.779489
-0.27,11,34.85439
-1.38,7,34.92845
-1.38,7,35.001187
-2.04,29,35.257287
-1.23,2,35.292811
-1.5,11,35.367528
-1.26,3,35.403629
-1.35,6,35.475574
-1.23,2,35.476809
-2.07,30,35.769678
-1.23,2,35.770886
-0.45,17,35.919112
-0.15,7,35.992043
-0.24,10,36.102183
-1.26,3,36.103886
-1.38,7,36.176413
-1.2,1,36.177059
-1.53,12,36.286514
-1.47,10,36.395327
-1.2,1,36.395974
-1.32,5,36.433042
-1.2,1,36.468159
-1.92,25,36.688489
-1.59,14,36.799374
-1.32,5,36.871542
-2.01,28,37.12863
-0.42,16,37.275858
-1.2,1,37.276531
-1.29,4,37.313065
-1.35,6,37.351068
-1.29,4,37.387651
-1.29,4,37.424182
-1.23,2,37.459768
-1.23,2,37.460984
-1.29,4,37.49785
-1.89,24,37.717768
-1.2,1,37.752666
-1.2,1,37.753411
-1.35,6,37.791432
-1.2,1,37.826342
-1.2,1,37.827035
-1.2,1,37.827682
-0.3,12,37.939544
-0.24,10,38.049327
-1.29,4,38.085946
-1.2,1,38.086676
-0.3,12,38.197378
-1.2,1,38.198009
-1.32,5,38.235032
-0.06,4,38.272219
-1.23,2,38.307687
-1.98,27,38.56315
