#{"t_start": 1775807092.8954906, "env_id": "None"}
r,l,t
-1.59,14,7.204747
-1.32,5,7.211731
-1.29,4,7.215916
-1.29,4,7.220117
-1.47,10,7.230289
-1.32,5,7.235455
-1.2,1,7.236654
-0.03,3,7.239929
-1.26,3,7.244887
-0.72,26,7.271188
-0.84,30,7.303452
-1.2,1,7.304646
-1.2,1,7.30583
-1.2,1,7.307024
-1.2,1,7.308211
-2.94,59,7.371133
-1.2,1,7.37232
-1.95,26,7.400377
-1.23,2,7.40258
-1.86,23,7.427674
-0.42,16,7.444445
-1.35,6,7.45241
-1.35,6,7.458631
-1.53,12,7.470881
-1.2,1,7.472083
-0.15,7,7.479374
-0.15,7,7.488407
-0.03,3,7.491681
-1.38,7,7.4989
-1.44,9,7.508103
-1.2,1,7.509283
-1.35,6,7.515492
-0.75,27,7.545352
-1.71,18,7.565694
-1.38,7,7.572901
-1.23,2,7.575081
-1.2,1,7.576276
-0.06,4,7.580613
-0.36,14,7.596766
-1.23,2,7.598969
-0.27,11,7.61028
-0.27,11,7.621629
-1.2,1,7.624587
0.0,2,7.626839
-2.01,28,7.655157
-1.89,24,7.681209
-1.23,2,7.683413
-0.18,8,7.693467
-1.26,3,7.696664
-0.15,7,7.703978
-1.26,3,7.707199
-1.23,2,7.709395
-1.77,20,7.731369
-0.18,8,7.739696
-1.26,3,7.742887
-1.26,3,7.746086
-1.53,12,7.758281
-1.29,4,7.764234
-0.21,9,7.773489
-0.15,7,7.780822
-2.13,32,7.814849
-0.54,20,7.837049
-1.38,7,7.844234
-1.35,6,7.850436
-1.2,1,7.851624
-1.2,1,7.852813
-1.23,2,7.855006
-0.54,20,7.877317
-0.81,29,7.908397
-0.06,4,7.912671
-0.54,20,7.933069
-0.42,16,7.951125
-1.5,11,7.9624
-1.23,2,7.964593
-0.03,3,7.967859
-1.2,1,7.970788
-0.36,14,7.985142
-1.59,14,7.999364
-1.2,1,8.000551
-1.56,13,8.015555
-0.27,11,8.026957
-0.21,9,8.036294
1.08,7,8.045387
-1.41,8,8.053627
-1.29,4,8.057826
-0.57,21,8.081498
-2.49,44,8.12771
-1.56,13,8.140938
-1.2,1,8.143862
-1.2,1,8.145055
-1.62,15,8.160257
-1.26,44,8.206512
-1.23,2,8.208701
-1.89,24,8.234709
-1.2,1,8.235898
-1.38,7,8.243131
-0.78,28,8.27321
-2.04,29,8.304248
-0.33,13,8.319359
-0.33,13,8.332808
-1.23,2,8.335016
-0.42,16,8.353119
-1.53,12,8.365329
-1.47,10,8.375549
-1.08,38,8.415688
-1.71,18,8.43571
-1.41,8,8.443928
-1.23,2,8.446104
-0.54,20,8.468282
-1.26,3,8.471468
-0.09,5,8.476752
-1.83,22,8.500747
-0.3,12,8.513099
-1.98,27,8.542382
-1.5,11,8.554034
-2.07,30,8.586535
-0.27,11,8.599709
-1.26,3,8.60295
0.0,2,8.605204
-1.2,1,8.606396
-1.2,1,8.607591
-1.2,1,8.608786
-1.59,14,8.62317
-1.5,11,8.636182
-3.41,98,8.740103
0.0,2,8.74239
-0.33,13,8.755681
-1.32,5,8.760941
-1.35,6,8.768927
-1.2,1,8.770119
-1.59,14,8.784297
-1.77,20,8.80631
-1.32,5,8.811505
-1.35,6,8.817684
-0.3,12,8.829974
-1.29,4,8.835912
-0.42,16,8.852247
-1.11,39,8.893511
-1.23,2,8.895699
-0.45,17,8.914744
-1.35,6,8.920974
-1.62,15,8.93796
-1.59,14,8.952252
-1.29,4,8.956585
1.98,18,8.977377
-1.35,6,8.983575
-1.35,6,8.989788
-1.41,8,8.997961
1.05,8,9.008223
-1.38,7,9.015404
-1.5,11,9.026648
-1.71,18,9.04661
-0.57,21,9.067896
-2.25,36,9.106007
-1.68,17,9.125026
-1.8,21,9.148033
0.66,21,9.169684
-0.57,21,9.193073
-1.29,4,9.197277
-0.03,3,9.200548
-1.2,1,9.20173
-1.26,3,9.204921
-0.66,24,9.231124
-1.5,11,9.242327
-2.73,52,9.298192
-0.6,22,9.322232
-1.26,44,9.36822
-1.29,4,9.372403
-0.78,28,9.402548
-1.29,4,9.406738
-1.32,5,9.411951
-1.38,7,9.420926
-0.69,25,9.446463
-1.59,55,9.505229
-0.24,10,9.515484
-0.03,3,9.520524
-0.03,3,9.523821
-1.41,8,9.53215
-0.3,12,9.544659
0.0,2,9.546905
-1.65,16,9.565401
0.6,23,9.590724
-0.15,7,9.598044
-0.6,22,9.620451
-0.12,6,9.628657
0.48,27,9.656445
-1.26,3,9.661383
-3.41,98,9.765177
-0.45,17,9.782423
-1.56,13,9.797406
-1.44,9,9.806618
-1.44,9,9.81583
-2.91,58,9.877627
-2.22,76,9.9576
-1.2,1,9.958787
-1.68,17,9.977745
-1.89,24,10.00372
-0.96,34,10.039841
0.0,2,10.04213
-0.72,26,10.100569
-0.15,7,10.107915
0.0,2,10.110194
-2.19,34,10.146495
-1.92,25,10.173552
-0.54,20,10.193894
-1.77,20,10.215853
-0.12,6,10.222265
-0.18,8,10.230677
-1.83,22,10.254694
-1.41,8,10.262896
-1.32,5,10.268147
-0.15,7,10.277228
-0.15,7,10.284521
-0.63,23,10.309534
-3.24,69,10.382221
-1.89,24,10.408207
0.27,34,10.444296
-1.2,1,10.445484
-1.2,1,10.446678
-0.03,3,10.449946
-1.59,14,10.464177
0.63,22,10.488428
-1.2,1,10.489612
-0.78,28,10.519726
-1.56,13,10.533176
0.51,26,10.561913
-1.53,12,10.57431
-3.78,87,10.667532
-1.29,4,10.671746
-1.65,16,10.689659
-1.26,3,10.692862
-0.63,23,10.718071
-1.32,46,10.766233
0.0,2,10.768505
-0.21,9,10.77781
-1.2,1,10.779004
-3.42,75,10.859503
-1.62,15,10.874726
0.42,29,10.90602
-1.32,5,10.911238
-0.24,10,10.923239
-1.23,2,10.925436
-1.56,13,10.938648
-0.69,25,10.965798
-0.3,12,10.978161
-0.09,5,10.983473
-2.1,31,11.016465
-0.27,11,11.029549
-1.53,12,11.041783
-0.39,15,11.057045
-1.2,1,11.058219
-1.65,16,11.076143
-1.38,7,11.083329
-0.66,24,11.109566
-0.39,15,11.12483
-1.23,2,11.127012
-1.86,23,11.151992
-1.17,41,11.195076
-0.12,6,11.203113
-2.4,41,11.245952
-1.23,2,11.248148
-0.18,8,11.256381
-0.6,22,11.280546
-1.53,12,11.292753
-2.04,29,11.323716
-2.4,41,11.368403
-0.12,6,11.374695
-1.2,1,11.375884
-1.26,3,11.379128
-0.24,10,11.389418
-1.56,54,11.4473
-0.54,20,11.46764
-1.77,20,11.489599
-0.12,6,11.495942
-0.09,5,11.501219
-1.35,6,11.509109
-1.2,1,11.510303
-0.3,12,11.522671
-1.2,1,11.523857
-2.16,33,11.5596
-0.24,10,11.570052
-0.15,7,11.579222
-1.95,26,11.605392
-0.18,8,11.61537
-0.24,10,11.625615
-1.23,2,11.627793
-1.47,10,11.637955
1.02,9,11.649302
-1.32,5,11.654507
-1.2,1,11.655697
-1.44,9,11.664963
-1.23,2,11.667164
-0.15,7,11.674399
-0.9,32,11.70846
-1.83,22,11.732398
-1.89,24,11.758343
-0.63,23,11.783361
-1.17,41,11.826484
-0.6,22,11.850445
-1.35,6,11.856658
-0.45,17,11.873938
-0.93,33,11.908889
-2.91,58,11.97063
-0.42,16,11.988842
-1.26,3,11.992045
-1.2,1,11.993238
-0.93,33,12.028215
-0.12,6,12.034525
-1.38,7,12.041701
-1.92,25,12.068737
-1.89,24,12.094676
-1.32,5,12.099897
-1.35,6,12.106117
-0.24,10,12.11642
-0.21,9,12.127716
-1.41,8,12.135858
-1.2,1,12.137038
-0.12,6,12.143401
-0.42,16,12.161475
-0.27,11,12.172916
-1.56,13,12.186139
-1.32,5,12.19132
-0.06,4,12.197414
-1.14,40,12.23948
-1.32,5,12.244677
-1.23,2,12.246858
-1.38,7,12.254061
-1.56,13,12.26902
-2.01,28,12.299076
-0.42,16,12.315431
-1.92,25,12.342484
-1.44,50,12.394805
-1.32,5,12.401748
0.0,2,12.404022
-0.12,6,12.410311
-0.12,6,12.416625
-0.21,9,12.426158
-3.42,75,12.506812
-1.47,10,12.517001
-1.23,2,12.519195
-1.53,12,12.531374
-1.56,13,12.546639
