#{"t_start": 1775806260.1414297, "env_id": "None"}
r,l,t
-1.35,6,2.206334
-1.23,2,2.207702
-1.29,4,2.210276
-1.23,2,2.211721
-1.38,7,2.21612
-1.26,3,2.218125
-1.35,6,2.221916
-1.56,13,2.229896
-1.2,1,2.23071
-1.47,10,2.236924
-1.47,10,2.243097
-1.23,2,2.244501
-1.41,8,2.249542
-1.2,1,2.25034
-1.2,1,2.251119
-1.32,5,2.254266
0.0,2,2.255774
-1.38,7,2.260194
-0.12,6,2.264088
-1.68,17,2.274485
-1.44,9,2.280152
-1.26,3,2.282103
-1.29,4,2.284668
-1.2,1,2.28547
-1.29,4,2.288121
-1.26,3,2.290082
-1.56,13,2.298079
-1.23,2,2.299435
-1.68,17,2.309745
-1.47,10,2.315978
-1.62,15,2.325171
-1.59,14,2.333725
-1.26,3,2.335756
-1.2,1,2.336505
-1.53,12,2.343943
-1.29,4,2.34652
-1.44,9,2.352143
-1.29,4,2.354699
-1.44,9,2.36029
-1.29,4,2.362914
-0.03,3,2.365
0.0,2,2.366467
-1.2,1,2.367243
-1.26,3,2.36925
-1.47,10,2.37547
-1.29,4,2.378094
-1.26,3,2.380115
-1.32,5,2.383284
-1.23,2,2.38475
-1.59,14,2.393214
-1.23,2,2.394662
-0.09,5,2.398006
-0.39,15,2.407436
-1.35,6,2.411212
-1.26,3,2.413217
-1.44,9,2.418732
-1.23,2,2.420197
-1.38,7,2.424599
-1.23,2,2.425954
-0.03,3,2.428095
-1.23,2,2.429524
-1.29,4,2.432129
-1.62,15,2.441283
-1.2,1,2.442056
-1.38,7,2.446486
-0.39,15,2.455965
-1.32,5,2.459138
-1.2,1,2.459912
-1.2,1,2.460759
-1.2,1,2.461525
-1.23,2,2.462916
-1.38,7,2.467294
-1.41,8,2.472307
-1.35,6,2.47613
-1.2,1,2.476907
-1.26,3,2.478913
-1.23,2,2.480335
-1.47,10,2.486583
-1.5,11,2.493326
-1.5,11,2.500139
-1.2,1,2.500937
-1.23,2,2.502344
-1.26,3,2.504345
-1.29,4,2.50691
-1.2,1,2.50774
-1.29,4,2.5103
-1.35,6,2.514045
-1.2,1,2.514852
-1.29,4,2.517514
-1.35,6,2.521296
-1.2,1,2.522061
-1.26,3,2.524097
-1.23,2,2.525559
-1.2,1,2.52634
-1.29,4,2.528904
-1.2,1,2.52969
-1.23,2,2.531141
-1.2,1,2.531914
-1.23,2,2.533287
-1.26,3,2.535296
-1.26,3,2.537346
-1.23,2,2.53875
-1.2,1,2.539572
-0.15,7,2.544033
-1.65,16,2.553886
-1.38,7,2.558338
-1.38,7,2.563358
-1.29,4,2.565991
-1.23,2,2.567385
-1.23,2,2.56879
-0.21,9,2.574526
-1.35,6,2.578329
-1.2,1,2.579153
-1.23,2,2.580517
-1.35,6,2.584355
-1.26,3,2.58636
-1.2,1,2.587188
-0.03,3,2.589251
-1.32,5,2.592425
-1.2,1,2.593187
-0.12,6,2.597289
-1.5,11,2.604056
-1.2,1,2.604874
-1.2,1,2.605632
-1.44,9,2.611287
-1.41,8,2.616281
-1.2,1,2.617052
-1.2,1,2.617862
-1.35,6,2.621691
0.0,2,2.623171
-1.23,2,2.624532
-1.29,4,2.627162
-1.32,5,2.630359
-1.29,4,2.632936
-1.29,4,2.635525
-1.29,4,2.638142
-1.2,1,2.639024
-1.23,2,2.640388
-1.38,7,2.644773
-1.26,3,2.646785
-1.26,3,2.648814
-0.54,20,2.661209
-0.15,7,2.665838
-1.2,1,2.666609
-1.74,19,2.678196
-0.42,16,2.688091
-0.06,4,2.690762
-1.23,2,2.692186
-1.23,2,2.69359
-1.5,11,2.700384
-1.32,5,2.703547
-1.2,1,2.704312
-1.29,4,2.706922
-1.23,2,2.708359
-0.6,22,2.721832
-1.5,11,2.728651
-1.29,4,2.731274
-1.56,13,2.739284
-1.2,1,2.740123
-1.23,2,2.741457
-1.5,11,2.748357
-0.03,3,2.750412
-1.23,2,2.75177
-1.44,9,2.757328
-1.23,2,2.758787
-1.38,7,2.763213
-0.33,13,2.771233
-1.32,5,2.774403
-1.23,2,2.775876
-1.65,16,2.785696
-1.44,9,2.791305
-0.03,3,2.793398
-1.44,9,2.799049
-1.2,1,2.799805
-1.44,9,2.80535
-1.35,6,2.809187
-1.2,1,2.809997
-1.56,13,2.818031
-0.12,6,2.822026
-1.32,5,2.825194
0.0,2,2.826746
-0.63,23,2.841091
-1.53,12,2.848669
-1.2,1,2.849499
-0.03,3,2.851593
-1.26,3,2.853603
-1.32,5,2.856848
-1.2,1,2.857705
-1.26,3,2.859741
-1.59,14,2.868337
-1.41,8,2.873383
-1.23,2,2.874762
-1.38,7,2.879242
-1.2,1,2.87999
-1.26,3,2.882006
-1.29,4,2.884611
-1.23,2,2.886076
-1.65,16,2.895818
-1.74,19,2.907295
-0.03,3,2.909404
-1.2,1,2.910233
-1.23,2,2.911648
-1.2,1,2.912434
-1.23,2,2.913823
-0.06,4,2.916602
-1.38,7,2.920961
-1.47,10,2.927168
-1.23,2,2.928527
-1.41,8,2.933577
-1.59,14,2.942187
-1.5,11,2.948986
-1.29,4,2.951594
-1.23,2,2.953012
-1.26,3,2.954984
-1.2,1,2.955742
-0.06,4,2.958434
-1.2,1,2.959252
-1.23,2,2.960664
-1.26,3,2.96268
-1.29,4,2.965285
-1.56,13,2.973302
0.69,20,2.985677
-1.2,1,2.986456
-0.48,18,2.99755
-1.2,1,2.99838
-1.23,2,2.999743
-1.23,2,3.001183
-1.41,8,3.006178
-1.23,2,3.007624
-1.26,3,3.009666
-1.35,6,3.013469
-1.29,4,3.016167
-1.26,3,3.018215
-1.23,2,3.019611
-1.29,4,3.022216
-1.2,1,3.022976
-1.23,2,3.024431
-1.29,4,3.027018
-1.2,1,3.027805
-1.35,6,3.031561
-1.5,11,3.038507
-1.5,11,3.045338
-1.26,3,3.047338
-0.06,4,3.050073
-0.06,4,3.052744
-0.21,9,3.058481
-1.38,7,3.062879
-1.2,1,3.063644
-1.86,23,3.077729
-0.06,4,3.080411
-1.2,1,3.081202
-0.12,6,3.085198
-1.23,2,3.086647
-1.38,7,3.091044
-1.23,2,3.092416
-1.26,3,3.094409
-0.06,4,3.097118
-1.2,1,3.097889
-1.26,3,3.099886
-1.35,6,3.103663
-1.23,2,3.105159
-0.33,13,3.113214
-1.65,16,3.123041
-1.29,4,3.125682
-1.2,1,3.126507
-1.62,15,3.135689
-1.2,1,3.136468
-1.5,11,3.143263
-1.26,3,3.14532
-1.23,2,3.146691
-1.26,3,3.148709
-1.2,1,3.149479
-1.44,9,3.155133
-2.1,31,3.173861
-1.62,15,3.183115
-1.32,5,3.186246
-1.29,4,3.188904
-1.53,12,3.196261
-1.89,24,3.220348
-1.47,10,3.23267
-1.38,7,3.241095
-1.53,12,3.254422
-0.51,19,3.274361
-1.5,11,3.287103
-1.2,1,3.287931
-1.47,10,3.300006
-1.56,13,3.313888
-1.38,7,3.322216
-1.29,4,3.326843
-1.2,1,3.327641
-1.35,6,3.335361
-1.5,11,3.346321
-0.24,10,3.358707
-1.26,3,3.36264
-1.26,3,3.364663
-1.26,3,3.368615
-1.23,2,3.372005
-1.23,2,3.373423
-1.65,16,3.391105
-0.54,20,3.413405
-1.32,5,3.418834
-1.41,8,3.428021
-1.53,12,3.441249
-1.38,7,3.449553
-1.2,1,3.450368
-0.15,7,3.458739
-1.23,2,3.462075
-1.56,13,3.47598
0.0,2,3.477491
-1.29,4,3.482234
-1.41,8,3.491129
-1.29,4,3.49562
-0.12,6,3.503448
-1.29,4,3.508219
-1.56,13,3.52207
-1.32,5,3.527261
-1.23,2,3.530588
-1.35,6,3.536372
-2.13,32,3.57167
-1.29,4,3.576533
-1.74,19,3.597931
-1.59,14,3.61451
-1.53,12,3.627802
-1.95,26,3.655365
-1.53,12,3.668679
-1.26,3,3.672725
-1.2,1,3.67354
-1.32,5,3.678669
-1.32,5,3.68577
-1.8,21,3.708497
-1.77,20,3.730863
-1.26,3,3.734786
-1.47,10,3.745025
-1.35,6,3.752714
-1.2,1,3.753512
-1.23,2,3.754941
-1.23,2,3.758314
-1.23,2,3.759676
-1.26,3,3.763615
-0.27,11,3.776358
-1.2,1,3.777187
-1.35,6,3.784835
-1.56,13,3.798878
-1.2,1,3.799683
-1.2,1,3.800505
-1.68,17,3.820815
-1.32,5,3.826017
-2.1,31,3.861625
-1.38,7,3.868092
-1.41,8,3.87698
-1.29,4,3.881729
-1.47,10,3.893766
-1.26,3,3.89796
-1.2,1,3.898763
-1.29,4,3.903326
-1.44,9,3.912777
-1.2,1,3.913612
-0.18,8,3.922647
-0.24,10,3.934737
-1.35,6,3.940531
-1.2,1,3.943267
-1.26,3,3.945314
-1.26,3,3.949219
-1.23,2,3.952495
-1.2,1,3.95335
-1.2,1,3.954124
-0.3,12,3.967928
-1.23,2,3.971293
-1.23,2,3.972752
-1.92,25,4.000274
-1.23,2,4.003573
-1.2,1,4.004377
-1.2,1,4.005206
-1.26,3,4.009121
-1.5,11,4.021896
-1.56,13,4.035777
-1.23,2,4.039151
-1.26,3,4.041172
-1.26,3,4.045143
-1.29,4,4.04966
-0.03,3,4.053717
-0.12,6,4.059678
-1.23,2,4.063023
-1.23,2,4.064411
-1.38,7,4.072678
-1.2,1,4.073472
-0.6,22,4.098952
-1.74,19,4.120354
-1.23,2,4.121809
-1.56,13,4.135622
-1.23,2,4.138957
0.0,2,4.140414
-1.23,2,4.143776
-1.23,2,4.145178
-1.62,15,4.162316
-1.2,1,4.16311
-1.26,3,4.167087
-1.41,8,4.175955
-0.39,15,4.193382
-1.32,5,4.198538
-1.29,4,4.203135
-1.2,1,4.203915
-1.38,7,4.212409
-1.23,2,4.215735
-0.09,5,4.221031
-1.2,1,4.221831
-1.41,8,4.230858
-1.77,20,4.252864
-0.18,8,4.262157
-1.47,10,4.27419
-0.06,4,4.278811
-1.2,1,4.27963
-1.29,4,4.284208
-1.23,2,4.285598
-0.09,5,4.292743
-1.2,1,4.293534
-1.95,26,4.321447
-1.44,9,4.333267
-1.41,8,4.34213
-0.03,3,4.344419
-1.8,21,4.369107
-0.09,5,4.374327
-1.2,1,4.375128
-1.2,1,4.375903
-1.35,6,4.383629
-1.23,2,4.38503
-1.26,3,4.388949
-1.38,7,4.397354
-1.2,1,4.398208
-1.2,1,4.398985
-0.39,15,4.416082
0.99,10,4.428557
-0.18,8,4.437579
-0.09,5,4.442868
-1.29,4,4.447434
-1.23,2,4.448831
-1.26,3,4.452786
-0.03,3,4.456831
-0.48,18,4.476035
-1.2,1,4.478727
-0.15,7,4.485427
-1.8,21,4.510016
-1.29,4,4.514566
-1.2,1,4.515393
-1.2,1,4.516216
-1.35,6,4.524254
-1.23,2,4.525673
-1.2,1,4.526464
0.0,2,4.530017
-1.2,1,4.530803
-1.41,8,4.539721
-1.23,2,4.543021
1.05,8,4.55241
-1.2,1,4.553221
-1.44,9,4.562747
-1.29,4,4.567292
-1.56,13,4.581223
-1.26,3,4.585151
-1.2,1,4.585923
-1.29,4,4.590401
-1.5,11,4.6031
-1.2,1,4.603873
-1.2,1,4.60658
-0.18,8,4.615657
-1.29,4,4.620454
-1.2,1,4.621267
-1.2,1,4.622035
-1.29,4,4.626589
-1.32,5,4.632155
-1.23,2,4.635461
-1.44,9,4.644972
-1.26,3,4.648908
-1.23,2,4.650346
-1.32,5,4.6576
-0.36,14,4.672283
-1.2,1,4.673067
-1.5,11,4.685728
-1.32,5,4.690914
-0.15,7,4.699286
-1.32,5,4.704617
-0.33,13,4.720463
-1.2,1,4.721287
-0.12,6,4.72707
-0.42,16,4.745369
-1.35,6,4.753122
-0.54,20,4.775567
-0.39,15,4.79255
-1.74,19,4.812352
0.0,2,4.815775
-1.56,13,4.829885
-1.2,1,4.830679
-1.92,25,4.860809
-1.2,1,4.861675
-1.23,2,4.863091
-1.53,12,4.876693
0.96,11,4.889594
-1.2,1,4.890433
-1.23,2,4.893729
-1.2,1,4.894522
-1.23,2,4.89782
-1.35,6,4.903649
-1.2,1,4.904432
-1.29,4,4.908965
-1.26,3,4.912862
-1.2,1,4.913704
-1.32,5,4.92073
-1.26,3,4.922763
-1.23,2,4.926093
-1.23,2,4.92755
-1.2,1,4.93026
-1.44,9,4.939977
-0.3,12,4.953366
-1.29,4,4.957926
-1.2,1,4.958734
-1.23,2,4.96205
-1.29,4,4.966581
-1.29,4,4.971345
-1.23,2,4.972781
-0.12,6,4.980604
-1.35,6,4.98637
-1.2,1,4.987201
-1.23,2,4.99047
-1.26,3,4.994404
-1.23,2,4.995821
-1.26,3,4.999799
-1.2,1,5.0006
-1.53,12,5.013842
-1.23,2,5.017154
-1.2,1,5.04261
-1.86,23,5.071117
-1.32,5,5.076234
-1.35,6,5.082174
-1.41,8,5.091049
-1.23,2,5.094338
-1.44,9,5.10379
-1.29,4,5.10843
-1.8,21,5.131162
-1.2,1,5.133825
-1.32,5,5.139152
-1.38,7,5.147374
-0.12,6,5.153323
-1.2,1,5.1541
-1.2,1,5.156782
-1.26,3,5.158785
-1.23,2,5.162133
-1.2,1,5.162927
-1.26,3,5.166855
-1.5,11,5.179627
-1.23,2,5.181083
-1.8,21,5.203529
-1.23,2,5.206829
-0.09,5,5.212108
-1.32,5,5.217302
-1.2,1,5.21995
-1.35,6,5.225669
-1.26,3,5.229607
-0.24,10,5.2398
-1.56,13,5.255441
-0.21,9,5.265074
0.0,2,5.266726
-0.09,5,5.274056
0.0,2,5.275716
-0.12,6,5.283782
-1.26,3,5.285772
-1.35,6,5.293462
-1.26,3,5.297537
-1.53,12,5.310771
0.0,2,5.312403
-1.32,5,5.317894
-1.2,1,5.320575
-1.47,10,5.330886
-1.2,1,5.331661
-1.2,1,5.334406
-1.62,15,5.349997
-1.26,3,5.354087
-1.26,3,5.358021
-1.2,1,5.35884
-1.2,1,5.359618
-1.2,1,5.362299
-0.12,6,5.368357
-1.26,3,5.372315
-1.23,2,5.373704
0.87,14,5.390615
-1.29,4,5.39514
-1.23,2,5.396553
-1.32,5,5.403766
-0.06,4,5.408349
-1.35,6,5.414296
-0.51,19,5.43563
-1.5,11,5.448164
-1.98,27,5.476444
-1.59,14,5.492753
-1.23,2,5.494212
-0.33,13,5.5101
-1.62,15,5.525264
-1.2,1,5.527934
-1.23,2,5.529393
-1.56,13,5.543129
-1.23,2,5.546446
-1.62,15,5.563518
-1.26,3,5.565758
-1.29,4,5.570243
-1.41,8,5.579292
-1.71,18,5.59977
-1.59,14,5.614483
-1.2,1,5.61717
-1.5,11,5.628281
-1.41,8,5.637118
-1.26,3,5.641055
-1.29,4,5.645581
-0.66,24,5.672685
-1.56,13,5.686629
-1.26,3,5.690574
