#{"t_start": 1775809709.2085102, "env_id": "None"}
r,l,t
0.3,4,7.392805
-0.1,1,7.397464
-0.1,4,7.403687
-0.1,2,7.404839
-0.1,1,7.405462
-0.1,9,7.4222
-0.1,2,7.423378
0.3,9,7.436285
-0.1,20,7.466849
-0.1,1,7.471494
-0.1,7,7.47924
0.3,6,7.490632
0.3,10,7.504175
-0.1,1,7.508812
-0.1,1,7.509501
-0.1,3,7.51529
-0.1,3,7.516939
-0.1,21,7.551969
-0.1,5,7.558734
-0.1,1,7.559347
-0.1,5,7.566027
-0.1,7,7.577784
-0.1,5,7.584511
-0.1,2,7.589689
-0.1,7,7.601632
-0.1,8,7.613893
-0.1,1,7.614552
0.4,3,7.620239
-0.1,5,7.626932
-0.1,1,7.627524
-0.1,1,7.628176
-0.1,13,7.651048
-0.1,4,7.657223
-0.1,6,7.664534
0.4,4,7.670814
-0.1,5,7.677505
-0.1,2,7.682665
-0.1,8,7.694935
-0.1,1,7.695592
-0.1,3,7.701455
-0.1,3,7.70711
0.3,5,7.714109
-0.1,2,7.715268
-0.1,3,7.720949
-0.1,4,7.727146
-0.1,6,7.738368
-0.1,1,7.739019
-0.1,2,7.740117
-0.1,8,7.75251
-0.1,12,7.771079
-0.1,1,7.775771
-0.1,30,7.819818
0.4,14,7.843374
-0.1,18,7.869096
0.3,12,7.888072
-0.1,1,7.888677
-0.1,14,7.912094
0.4,12,7.930522
-0.1,11,7.948653
-0.1,16,7.973226
-0.1,13,7.992194
-0.1,8,8.004961
-0.1,7,8.016787
-0.1,4,8.023041
0.8,5,8.029996
-0.1,5,8.036716
-0.1,8,8.049023
-0.1,1,8.049645
0.4,17,8.079061
0.4,5,8.08589
-0.1,3,8.091624
0.3,8,8.104519
-0.1,2,8.10565
0.4,15,8.129981
-0.1,11,8.148266
-0.1,6,8.155508
-0.1,5,8.162211
-0.1,22,8.19799
-0.1,1,8.198631
-0.1,2,8.203813
-0.1,2,8.204959
0.3,18,8.234786
-0.1,13,8.253796
-0.1,5,8.260497
-0.1,3,8.2662
-0.1,6,8.273595
-0.1,5,8.285038
-0.1,1,8.285681
-0.1,7,8.297634
-0.1,19,8.324447
-0.1,6,8.335865
-0.1,18,8.361787
-0.1,2,8.36696
0.3,26,8.404901
-0.1,15,8.428874
-0.1,12,8.447399
-0.1,22,8.483318
-0.1,1,8.483956
-0.1,12,8.502538
-0.1,4,8.508827
-0.1,8,8.521242
-0.1,4,8.527445
-0.1,7,8.539237
-0.1,6,8.546415
-0.1,3,8.552091
-0.1,1,8.552674
-0.1,1,8.553334
-0.1,1,8.557947
-0.1,6,8.565166
-0.1,11,8.58298
-0.1,4,8.589208
-0.1,1,8.5898
-0.1,2,8.594925
-0.1,8,8.60719
-0.1,1,8.607838
-0.1,3,8.613492
-0.1,1,8.614124
0.4,15,8.638444
-0.1,7,8.646369
-0.1,2,8.651669
-0.1,24,8.688155
-0.1,5,8.69481
0.3,7,8.706741
-0.1,2,8.707856
-0.1,1,8.7125
0.4,7,8.720731
0.3,12,8.739222
-0.1,3,8.744864
-0.1,9,8.757642
0.4,14,8.781244
-0.1,1,8.781877
-0.1,2,8.787028
-0.1,13,8.805959
-0.1,5,8.812803
-0.1,24,8.849555
-0.1,4,8.855752
-0.1,3,8.861437
0.4,8,8.874206
0.3,2,8.875429
-0.1,16,8.900223
-0.1,1,8.90486
-0.1,1,8.905502
-0.1,6,8.912725
-0.1,12,8.931252
-0.1,2,8.936446
-0.1,13,8.955318
-0.1,20,8.986446
-0.1,9,8.99929
-0.1,5,9.010201
-0.1,6,9.017445
-0.1,4,9.023834
-0.1,18,9.053376
-0.1,1,9.054011
-0.1,2,9.055151
-0.1,3,9.061023
-0.1,2,9.066198
-0.1,8,9.078447
-0.1,1,9.079056
-0.1,5,9.085819
0.3,23,9.122964
-0.1,2,9.124083
-0.1,12,9.142526
-0.1,1,9.147231
-0.1,5,9.153954
0.4,9,9.167084
-0.1,8,9.179711
-0.1,13,9.199083
-0.1,1,9.203756
-0.1,10,9.217204
-0.1,1,9.217828
-0.1,12,9.236427
-0.1,1,9.241127
0.3,7,9.248964
0.4,4,9.255329
-0.1,1,9.260019
-0.1,6,9.267441
-0.1,2,9.272626
-0.1,2,9.273746
-0.1,6,9.285067
-0.1,13,9.304
-0.1,2,9.305101
-0.1,15,9.329926
0.3,9,9.343625
0.3,2,9.34907
-0.1,9,9.362111
-0.1,7,9.374264
-0.1,4,9.380586
-0.1,1,9.381207
-0.1,1,9.381781
-0.1,1,9.386466
-0.1,1,9.387143
0.4,9,9.400033
-0.1,9,9.412802
-0.1,2,9.418029
0.3,6,9.425721
-0.1,2,9.431071
-0.1,3,9.436942
-0.1,1,9.437564
-0.1,2,9.438703
-0.1,2,9.443929
-0.1,2,9.44504
-0.1,26,9.487603
-0.1,1,9.488255
-0.1,1,9.488867
-0.1,10,9.506284
-0.1,6,9.513611
-0.1,11,9.531897
-0.1,2,9.537135
-0.1,13,9.55681
-0.1,13,9.575783
-0.1,10,9.593285
0.4,5,9.600088
0.4,14,9.619774
-0.1,8,9.632277
-0.1,1,9.636992
-0.1,1,9.637616
-0.1,2,9.638897
-0.1,27,9.681516
-0.1,37,9.737966
-0.1,23,9.774357
-0.1,10,9.791953
-0.1,2,9.79309
0.3,13,9.812662
-0.1,14,9.836329
0.3,2,9.837522
-0.1,6,9.848788
0.3,4,9.855423
-0.1,4,9.861826
0.3,9,9.874923
0.4,8,9.887414
0.3,4,9.894001
0.3,7,9.906145
-0.1,12,9.924693
-0.1,7,9.936648
-0.1,5,9.943407
-0.1,8,9.955961
-0.1,5,9.962878
0.3,5,9.969878
-0.1,1,9.974578
-0.1,6,9.981774
-0.1,2,9.986976
-0.1,2,9.988109
-0.1,14,10.011565
-0.1,3,10.013212
-0.1,11,10.031314
0.4,5,10.038282
-0.1,6,10.049584
-0.1,13,10.068874
-0.1,17,10.102704
-0.1,7,10.114443
-0.1,1,10.115092
-0.1,3,10.120724
0.3,3,10.126504
-0.1,4,10.132687
-0.1,6,10.14008
-0.1,1,10.144728
-0.1,2,10.145853
-0.1,6,10.157257
-0.1,2,10.158433
-0.1,6,10.169835
-0.1,1,10.170443
0.3,12,10.188965
-0.1,8,10.201358
-0.1,2,10.202453
-0.1,28,10.245272
-0.1,1,10.249898
