#{"t_start": 1775812070.2893043, "env_id": "None"}
r,l,t
-47.5,7,8.402584
-49.2,9,8.415529
-47.0,12,8.434082
-48.6,15,8.458419
-47.3,9,8.472335
-48.2,19,8.503536
-46.3,19,8.535193
-49.0,11,8.553132
-46.3,19,8.580577
-49.1,10,8.598436
-48.9,12,8.617221
-48.6,15,8.642257
-44.0,23,8.675625
-49.3,8,8.688075
-46.3,19,8.718771
-47.6,6,8.731542
-49.8,3,8.733537
-46.0,3,8.73977
-47.4,8,8.753557
-49.2,9,8.767011
-50.0,1,8.771625
-47.8,23,8.804591
-49.8,3,8.810379
-48.8,13,8.82991
-49.3,8,8.842397
-47.5,7,8.854679
-47.8,4,8.86157
-49.4,7,8.873855
-49.9,2,8.87504
-49.4,7,8.886811
-48.0,2,8.892264
-48.7,14,8.912088
-49.3,8,8.924616
-49.6,5,8.931875
-50.0,1,8.93643
-50.0,1,8.937059
-46.0,41,9.001655
-46.6,35,9.056998
-49.8,3,9.062592
-46.0,22,9.095972
-48.7,14,9.119595
-47.6,6,9.127224
-48.7,14,9.15097
-46.4,18,9.177412
-49.3,8,9.19013
-48.8,13,9.210033
-47.7,5,9.221081
-48.7,14,9.241543
-47.6,6,9.2532
-47.4,8,9.265865
-42.9,15,9.28708
-49.4,7,9.29899
-49.6,5,9.306015
-46.5,17,9.335785
-49.3,8,9.348448
-50.0,1,9.349084
-49.2,9,9.362705
-49.2,9,9.376299
-49.5,6,9.387661
-49.9,2,9.388981
-49.2,9,9.406276
-47.1,30,9.450952
-47.8,4,9.457407
-49.8,3,9.463007
-45.6,26,9.50266
-49.7,4,9.509258
-47.1,11,9.528289
-49.4,7,9.540676
-49.8,3,9.546671
-48.4,17,9.57284
-46.1,21,9.605147
-49.8,3,9.610762
-49.9,2,9.612146
-48.8,13,9.636019
-49.4,7,9.644042
-49.6,5,9.65497
-49.0,11,9.669582
-49.5,6,9.681251
-49.4,7,9.693138
-49.9,2,9.694295
-47.2,10,9.712468
-48.8,13,9.73351
-45.8,24,9.772959
-49.8,3,9.778752
-48.0,21,9.811689
-49.5,6,9.819168
-49.4,7,9.831297
-48.8,13,9.851184
-49.0,11,9.869846
-50.0,1,9.870482
-47.4,8,9.883405
-50.0,1,9.887954
-47.4,8,9.901459
-49.9,2,9.902772
-50.0,1,9.903377
-47.1,30,9.952425
-49.9,2,9.953606
-49.2,9,9.970964
-49.4,7,9.978994
-46.1,40,10.043031
-49.4,7,10.055509
-48.9,12,10.07488
-43.4,29,10.12073
-49.5,6,10.132457
-49.8,3,10.138068
-47.9,22,10.171103
-50.0,1,10.171717
-50.0,1,10.176319
-45.9,23,10.210852
-48.4,17,10.240952
-47.1,11,10.255243
-47.9,3,10.261183
-49.5,6,10.272688
-50.0,1,10.273308
-45.7,44,10.3442
-46.5,17,10.370538
-48.4,17,10.396583
-47.0,12,10.416114
-47.5,7,10.428159
-49.9,2,10.433407
-47.1,11,10.448448
-48.9,12,10.467293
-49.4,7,10.479412
-48.7,14,10.503507
-49.9,2,10.504875
-48.7,14,10.529149
-49.6,5,10.536132
-49.8,3,10.542061
-49.8,3,10.544148
-49.5,6,10.555607
-49.9,2,10.556931
-46.0,41,10.625768
-47.9,3,10.627973
-49.7,4,10.634609
-49.8,3,10.640446
-50.0,1,10.641062
-47.5,26,10.684238
-49.7,4,10.690404
-50.0,1,10.691004
-49.1,10,10.708673
-49.9,2,10.709889
-45.5,8,10.722965
-48.7,14,10.748952
-49.4,7,10.757576
-47.9,22,10.796336
-49.8,3,10.80197
-49.4,7,10.810374
-49.8,3,10.816169
-50.0,1,10.816846
-47.2,10,10.834817
-49.7,4,10.841483
-46.1,21,10.874465
-49.4,7,10.886611
-46.9,13,10.906135
-50.0,1,10.90675
-46.7,15,10.932257
-50.0,1,10.932922
-47.9,22,10.970444
-49.2,9,10.983798
-49.4,7,10.996059
-47.8,23,11.033469
-47.9,3,11.035571
-49.8,3,11.041354
-45.4,28,11.087134
-45.7,6,11.098801
-47.7,24,11.136888
-49.6,5,11.144052
-49.4,7,11.156492
-45.0,32,11.206762
-48.6,15,11.228046
-50.0,1,11.232635
-49.9,2,11.233957
-49.6,5,11.241019
-50.0,1,11.245582
-47.5,7,11.254055
-47.8,4,11.260453
-47.7,5,11.271522
-49.5,6,11.279018
-46.8,14,11.303865
-49.5,6,11.311366
-50.0,1,11.311998
-48.0,2,11.317297
-49.4,7,11.329218
-47.9,3,11.331179
-49.4,7,11.343409
-47.1,11,11.362091
-49.1,10,11.376732
-47.5,7,11.389016
-50.0,1,11.389672
-47.8,4,11.396359
-49.1,10,11.414795
-47.6,6,11.422711
-49.9,2,11.427978
-47.2,10,11.442756
-45.1,12,11.462198
-48.4,17,11.492545
-47.8,4,11.498996
-49.5,6,11.507001
-49.7,4,11.513453
-47.2,10,11.531754
-50.0,1,11.532435
-48.0,2,11.533795
-49.6,5,11.544875
-49.8,3,11.546741
-49.1,10,11.564615
-48.6,15,11.589364
-49.1,10,11.603713
-49.3,8,11.616351
-48.8,13,11.636217
-47.4,8,11.649134
-45.4,28,11.693635
-47.6,6,11.705445
-49.8,3,11.711111
-49.7,4,11.717609
-49.7,4,11.72395
-47.1,11,11.739481
-47.6,6,11.751583
-50.0,1,11.752214
-44.0,61,11.849623
-47.8,4,11.856407
-49.3,8,11.869485
-49.7,4,11.875825
-46.8,33,11.931233
-48.8,13,11.950943
-49.3,8,11.963557
-50.0,1,11.964168
-48.3,18,11.995427
-49.6,5,12.002415
-50.0,1,12.003095
-48.3,18,12.033251
-49.6,5,12.040301
-49.5,6,12.048155
-49.4,7,12.059862
-47.8,23,12.09762
-49.6,5,12.104765
-49.9,2,12.109859
-49.4,7,12.11832
-46.9,13,12.14227
-49.6,5,12.14946
-48.6,15,12.174785
-46.3,19,12.202973
-47.9,3,12.208822
-49.3,8,12.22132
-48.8,13,12.241114
-49.6,5,12.252326
-50.0,1,12.252939
-47.9,22,12.286627
-47.4,8,12.299592
-49.9,2,12.304764
-47.4,8,12.317579
-43.6,27,12.361873
-48.9,12,12.38084
-49.4,7,12.389277
-49.6,5,12.400064
-48.7,14,12.420432
-48.8,13,12.440916
-49.5,6,12.452902
-47.9,3,12.458761
-47.8,4,12.465354
-48.4,17,12.491355
-50.0,1,12.492028
-50.0,1,12.492628
-49.3,8,12.505506
-47.0,12,12.525645
-47.3,9,12.543767
-47.7,5,12.551241
