#{"t_start": 1775808545.3582988, "env_id": "None"}
r,l,t
0.0,3,4.793578
-1.2,8,4.805866
-1.2,1,4.806552
-1.2,3,4.812248
-1.2,1,4.812852
-1.2,8,4.825119
-1.2,7,4.836938
-1.2,3,4.838618
0.0,8,4.851022
-1.2,11,4.869071
-1.2,5,4.87583
-1.2,2,4.880993
-1.2,1,4.881617
-1.2,1,4.882205
0.0,4,4.888518
-1.2,9,4.905358
-1.2,3,4.906998
-1.2,1,4.912027
-1.2,1,4.912698
-1.2,9,4.925478
-1.2,9,4.938271
-1.2,4,4.944492
-1.2,10,4.962559
-1.2,4,4.968807
0.0,5,4.975808
-1.2,2,4.980983
-1.2,2,4.982181
0.0,7,4.994083
-1.2,6,5.001353
0.0,3,5.007182
-1.2,1,5.007838
-1.2,6,5.019144
-1.2,2,5.020272
-1.2,8,5.032558
-1.2,12,5.051139
-1.2,1,5.055767
0.0,6,5.063071
-1.2,13,5.081959
-1.2,1,5.086688
-1.2,1,5.110768
0.0,20,5.144684
-1.2,27,5.187445
-1.2,1,5.1881
-1.2,1,5.188725
-1.2,9,5.201638
-1.2,1,5.206245
-1.2,7,5.213969
-1.2,1,5.218576
-1.2,6,5.225767
-1.2,5,5.232793
-1.2,4,5.239559
-1.2,3,5.245378
-1.2,5,5.252261
-1.2,5,5.26305
-1.2,4,5.269319
-1.2,1,5.269928
-1.2,14,5.289225
0.0,40,5.350186
-1.2,15,5.373787
0.0,15,5.397592
-1.2,2,5.398695
-1.2,15,5.422635
-1.2,1,5.423284
0.0,34,5.476598
0.0,4,5.482775
-1.2,7,5.49425
-1.2,3,5.495937
-1.2,10,5.512861
-1.2,8,5.524863
0.0,9,5.537902
-1.2,3,5.543501
-1.2,1,5.544139
-1.2,2,5.54914
-1.2,1,5.549758
0.0,13,5.568638
-1.2,2,5.573683
-1.2,3,5.575322
1.2,9,5.592043
-1.2,38,5.646855
1.2,8,5.659073
-1.2,2,5.664115
-1.2,3,5.665749
0.0,17,5.694587
-1.2,21,5.725318
-1.2,9,5.737994
-1.2,2,5.743013
-1.2,7,5.750592
-1.2,4,5.756639
0.0,8,5.768935
-1.2,2,5.773945
0.0,7,5.785735
-1.2,3,5.787576
-1.2,16,5.81167
-1.2,11,5.829115
0.0,10,5.846286
-1.2,4,5.852348
0.0,3,5.854274
-1.2,1,5.858767
0.0,12,5.876995
-1.2,2,5.878131
-1.2,7,5.889775
-1.2,2,5.890878
-1.2,5,5.901401
-1.2,10,5.914464
-1.2,7,5.925947
-1.2,12,5.943833
0.0,7,5.955429
-1.2,2,5.956567
-1.2,14,5.979396
-1.2,8,5.991404
-1.2,1,5.992077
0.0,6,5.999217
-1.2,2,6.004237
-1.2,6,6.011492
-1.2,2,6.016556
-1.2,4,6.022624
-1.2,6,6.029707
-1.2,1,6.034205
-1.2,9,6.046969
-1.2,1,6.04757
-1.2,19,6.077167
0.0,4,6.083499
-1.2,1,6.084178
-1.2,28,6.126458
-1.2,6,6.137488
-1.2,1,6.138115
-1.2,12,6.156302
0.0,13,6.175027
0.0,2,6.180093
-1.2,4,6.186159
-1.2,2,6.187349
-1.2,17,6.211833
-1.2,5,6.222547
-1.2,7,6.230158
-1.2,3,6.236231
-1.2,1,6.23687
-1.2,5,6.248188
-1.2,7,6.256055
-1.2,8,6.268799
0.0,11,6.286949
-1.2,3,6.292536
-1.2,2,6.293653
0.0,11,6.311352
-1.2,8,6.323353
0.0,8,6.335525
0.0,20,6.365798
-1.2,5,6.372429
-1.2,1,6.376945
-1.2,1,6.377605
0.0,4,6.383713
-1.2,2,6.384874
-1.2,1,6.389374
-1.2,7,6.396918
-1.2,5,6.407432
-1.2,7,6.41532
-1.2,3,6.420889
0.0,2,6.42601
-1.2,2,6.427155
0.0,5,6.434033
-1.2,16,6.457995
-1.2,1,6.462526
-1.2,2,6.46367
-1.2,15,6.487897
-1.2,4,6.493979
-1.2,1,6.494573
0.0,5,6.501218
