#{"t_start": 1775805504.1320584, "env_id": "None"}
r,l,t
-1.26,3,3.393423
-1.2,1,3.394624
-1.65,16,3.410782
-0.33,13,3.424175
-1.2,1,3.42538
0.63,22,3.493918
-2.52,45,3.539781
-1.65,16,3.556056
-0.36,14,3.570435
-1.2,1,3.571635
-1.2,1,3.572822
-1.86,23,3.596206
-1.41,8,3.604441
-1.26,3,3.607661
-1.89,24,3.63197
-1.47,10,3.642201
-1.35,6,3.648404
-1.29,4,3.652607
-1.62,15,3.667917
-1.2,1,3.669109
-1.23,2,3.671304
-1.2,1,3.6725
-0.12,6,3.678895
-1.56,13,3.692225
-1.89,24,3.7167
-1.23,2,3.718908
-1.2,1,3.720092
-0.24,10,3.730486
-1.53,12,3.742794
-1.26,3,3.745999
-0.18,8,3.754512
0.0,2,3.756754
-1.35,6,3.762943
-1.56,13,3.776212
-1.5,11,3.787482
-0.39,15,3.802827
-1.2,1,3.804025
-1.2,1,3.805211
-1.41,8,3.813391
-1.47,10,3.823609
-1.26,3,3.8268
0.0,2,3.829054
-1.26,3,3.832276
-1.2,1,3.833475
-1.5,11,3.844739
-1.2,1,3.845935
-1.41,8,3.854194
-1.23,2,3.856415
-1.71,18,3.874758
2.07,15,3.890376
-1.77,20,3.910743
-1.2,1,3.91193
-0.18,8,3.92024
-1.26,3,3.923448
-0.27,11,3.934843
-1.65,16,3.951102
-1.2,1,3.952296
-1.23,2,3.954497
-1.5,11,3.965773
-0.93,33,3.999237
-0.33,13,4.058004
-1.23,2,4.060201
-1.41,8,4.06841
-1.56,13,4.081697
0.12,39,4.121668
-0.15,7,4.129029
-1.26,3,4.132232
-0.03,3,4.135547
-1.2,1,4.136735
-1.23,2,4.13893
-1.44,9,4.14817
-1.65,16,4.164459
-1.35,6,4.170696
-0.09,5,4.175968
-2.07,30,4.206256
-0.45,17,4.223659
-0.09,5,4.228941
-1.2,1,4.230127
-1.92,25,4.25541
-0.24,10,4.265919
-1.2,1,4.267109
-1.68,17,4.28436
-1.41,8,4.292625
-1.2,1,4.293809
-1.23,2,4.296013
-1.47,10,4.306257
-1.29,4,4.310482
-1.95,26,4.336818
-0.27,11,4.348119
-1.23,2,4.35032
-1.59,14,4.364562
0.96,11,4.376196
-1.29,4,4.380417
-1.23,2,4.382623
-1.2,1,4.383811
-0.12,6,4.390099
-1.65,16,4.406438
-1.41,8,4.414735
-1.32,5,4.419969
-1.35,6,4.426222
-1.26,3,4.429428
1.08,7,4.436949
-2.58,47,4.484817
-1.26,3,4.488104
-0.06,4,4.49252
-1.29,4,4.496747
-1.2,1,4.497949
-1.35,6,4.504291
-0.36,14,4.518917
-1.53,12,4.531232
-1.32,5,4.536452
-1.26,3,4.53967
-1.23,2,4.541878
-0.39,15,4.557225
-1.23,2,4.559427
0.03,42,4.647882
-0.06,4,4.652185
-1.26,3,4.655402
-1.32,5,4.660657
-1.5,11,4.671856
-2.22,35,4.707217
0.87,14,4.721766
-1.53,12,4.73402
-2.25,36,4.770533
-0.18,8,4.778859
-0.39,15,4.794254
-0.21,9,4.80355
-1.89,24,4.827872
-0.48,18,4.84624
-0.69,25,4.871763
-0.09,5,4.877079
-1.2,1,4.878266
-1.26,3,4.881487
-1.41,8,4.88974
-0.6,22,4.912283
-1.26,3,4.915495
-1.2,1,4.916692
-1.23,2,4.91888
-1.23,2,4.921076
-1.2,1,4.922272
-1.32,5,4.927498
-0.12,6,4.933855
-0.18,8,4.942177
-1.35,6,4.948409
-0.27,11,4.959841
-1.86,23,4.983177
-1.44,9,4.992406
-0.33,13,5.005873
1.08,7,5.013372
-1.56,13,5.026752
-2.61,48,5.089943
-0.06,4,5.094247
-1.2,1,5.095438
-0.15,7,5.102754
-1.47,10,5.112951
-1.2,1,5.114138
-1.26,3,5.117339
-2.37,40,5.157741
-0.12,6,5.164028
-1.23,2,5.166229
-1.5,11,5.222921
-1.2,1,5.224113
0.99,10,5.234632
-0.06,4,5.238964
-0.66,24,5.26335
-0.12,6,5.269737
-0.12,6,5.27606
-0.12,6,5.282427
-1.2,1,5.283621
-0.3,12,5.295983
-1.32,5,5.301225
-0.45,17,5.318544
-0.36,14,5.332868
-1.59,14,5.347148
-0.3,12,5.359523
-0.03,3,5.36282
-1.59,14,5.377038
-0.09,5,5.382329
-1.23,2,5.384514
-2.07,30,5.414817
-1.38,7,5.422024
-2.4,41,5.463429
-0.39,15,5.479206
-2.94,59,5.539216
-0.09,5,5.544553
0.9,13,5.558037
-0.03,3,5.561321
-0.21,9,5.570641
-1.2,1,5.571833
-0.15,7,5.57915
-0.12,6,5.585565
-1.2,1,5.586757
-1.29,4,5.59095
-1.26,3,5.594154
-1.35,6,5.600389
-0.69,25,5.625896
-1.74,19,5.645123
0.0,2,5.64741
-1.59,14,5.661694
2.19,11,5.673357
1.08,7,5.680956
-0.54,20,5.701373
-2.55,46,5.793346
-0.09,5,5.798686
-1.29,4,5.802901
-1.23,2,5.805096
-0.09,5,5.810437
-1.2,1,5.811624
-0.27,11,5.822935
-0.03,3,5.826219
-1.65,16,5.842535
-0.15,7,5.849875
-1.98,27,5.877269
-1.47,10,5.887479
1.17,4,5.891863
-0.33,13,5.905423
-0.03,3,5.908706
-0.42,16,5.924975
0.9,13,5.938526
-1.2,1,5.939734
-1.47,10,5.949979
-0.24,10,5.960248
-0.18,8,5.968637
-2.07,30,5.99889
-0.09,5,6.00432
-0.27,11,6.015727
-1.29,45,6.06154
-1.26,3,6.064724
-1.2,1,6.065914
-1.2,1,6.067104
-0.15,7,6.07453
0.66,21,6.096037
-0.27,11,6.107552
-0.72,26,6.134048
-0.09,5,6.139451
-0.51,19,6.158911
-0.48,18,6.177353
0.87,14,6.191903
-1.2,1,6.193095
-1.2,1,6.194284
-1.2,1,6.195501
-0.48,18,6.213947
-1.35,6,6.220163
-0.06,4,6.224471
-1.38,7,6.231722
-1.32,5,6.236965
-1.2,1,6.238144
-1.2,1,6.239331
-1.26,3,6.242621
-0.72,26,6.26922
-1.23,2,6.271437
-1.2,1,6.272637
-0.12,6,6.278929
0.69,20,6.299617
-1.47,10,6.309858
-1.26,3,6.313087
-0.27,11,6.36975
-0.57,21,6.391172
-0.21,9,6.400501
-0.15,7,6.407857
-0.39,15,6.423582
-1.17,41,6.465043
0.99,10,6.475392
1.02,9,6.485044
1.08,7,6.492509
-1.2,1,6.493737
-1.53,12,6.506165
-1.32,5,6.511594
-1.47,10,6.522043
0.93,12,6.534791
-0.09,5,6.54017
-0.12,6,6.546497
-1.26,3,6.549729
-0.3,12,6.562431
-0.12,6,6.568783
0.0,2,6.571059
-0.45,17,6.588614
-0.18,8,6.596943
-0.09,5,6.602355
-0.6,22,6.624878
-0.33,13,6.638257
-1.23,2,6.640461
-0.27,11,6.651963
-1.23,2,6.654177
-1.2,1,6.655373
0.69,20,6.676111
-0.09,5,6.681432
-0.21,9,6.690875
-0.45,17,6.708696
-0.06,4,6.713012
-1.23,2,6.715224
2.19,11,6.726761
0.57,24,6.751683
-1.2,1,6.752883
-1.35,6,6.759094
-0.51,19,6.778582
-0.12,6,6.784903
-1.2,1,6.786083
2.31,7,6.793642
1.2,3,6.796961
-0.69,25,6.822536
-0.33,13,6.835892
1.05,8,6.844343
0.0,2,6.846634
-1.5,11,6.857911
-0.03,3,6.86122
-1.47,10,6.871485
-1.23,2,6.873671
-0.48,18,6.892176
-0.18,8,6.946183
3.21,18,6.965067
-0.06,4,6.969451
-0.18,8,6.977754
-0.15,7,6.985111
3.96,34,7.020895
3.51,8,7.029559
-0.27,11,7.040884
-0.42,16,7.057234
-0.12,6,7.063576
-0.45,17,7.081243
-0.24,10,7.091635
-0.09,5,7.096957
-0.3,12,7.109519
-1.32,5,7.114758
-1.23,2,7.116984
-0.15,7,7.124295
-0.15,7,7.131721
-1.29,4,7.135936
-1.32,5,7.14115
0.96,11,7.152614
-0.09,5,7.157995
-0.03,3,7.16128
-0.18,8,7.169683
-0.06,4,7.173974
-0.45,17,7.191349
-1.29,4,7.195565
0.96,11,7.206979
0.57,24,7.231703
-0.09,5,7.237106
-0.24,10,7.247612
-1.05,37,7.285292
-0.33,13,7.298673
-0.12,6,7.304986
-1.38,7,7.312234
-0.09,5,7.317578
0.93,12,7.329988
-0.15,7,7.337317
2.25,9,7.346927
-0.93,33,7.380572
-0.48,18,7.398945
-0.21,9,7.408295
-1.8,21,7.429645
-1.5,11,7.440927
0.0,2,7.443208
-0.15,7,7.45066
0.93,12,7.463099
1.05,8,7.471648
0.93,12,7.530414
-1.32,5,7.535681
-1.53,12,7.547955
1.11,6,7.554506
-0.06,4,7.558935
-0.42,16,7.575552
2.07,15,7.591232
-0.18,8,7.599612
-2.07,30,7.630039
-0.51,19,7.649605
-0.18,8,7.658005
-0.36,14,7.672326
-0.15,7,7.679636
-0.39,15,7.6951
-0.36,14,7.70947
-0.36,14,7.723987
-0.21,9,7.733429
-0.06,4,7.737738
0.81,16,7.754311
-0.21,9,7.763896
1.05,8,7.772512
0.87,14,7.787134
-0.45,17,7.804723
-1.53,12,7.817008
1.11,6,7.823505
-0.57,21,7.845019
-1.38,7,7.852261
-0.12,6,7.8586
-1.2,1,7.859788
1.08,7,7.867324
-0.18,8,7.875678
-0.06,4,7.88003
-0.51,19,7.89952
-0.24,10,7.909952
-1.2,1,7.911154
0.69,20,7.931888
-0.51,19,7.951571
2.19,11,7.963264
-0.27,11,7.974633
-0.27,11,7.986274
-1.89,24,8.010699
1.11,6,8.017128
-1.71,18,8.035465
0.87,14,8.050238
1.95,19,8.115529
1.98,18,8.134331
-0.24,10,8.144707
2.1,14,8.159531
-0.18,8,8.167889
2.16,12,8.180608
0.99,10,8.19126
-0.15,7,8.198709
0.9,13,8.212186
-0.24,10,8.222547
2.13,13,8.236216
-0.15,7,8.243686
-0.24,10,8.253982
-0.15,7,8.261327
-0.39,15,8.276715
2.07,15,8.292416
-0.18,8,8.300795
-0.21,9,8.310152
-0.42,16,8.326711
-0.27,11,8.338095
-0.51,19,8.357635
2.16,12,8.370191
-0.03,3,8.373563
-0.27,11,8.384972
0.75,18,8.403494
-0.21,9,8.41285
-1.26,3,8.416056
-0.33,13,8.42945
-0.33,13,8.442945
1.83,23,8.466918
-0.42,16,8.483482
0.51,26,8.510425
0.66,21,8.532596
-0.87,31,8.56451
-0.15,7,8.571865
2.04,16,8.588712
-1.32,5,8.594018
3.39,12,8.606599
-0.27,11,8.617958
1.77,25,8.689399
-1.44,9,8.698707
-0.39,15,8.714353
0.96,11,8.725926
-0.39,15,8.741475
0.81,16,8.758112
-0.03,3,8.761414
-0.15,7,8.768852
-0.12,6,8.775156
-0.06,4,8.779469
-0.15,7,8.786879
-1.29,4,8.791097
-0.09,5,8.796474
-0.09,5,8.801802
-0.09,5,8.807134
-0.51,19,8.826568
-0.27,11,8.838041
-0.24,10,8.848539
-0.21,9,8.85785
-0.48,18,8.876369
-0.12,6,8.882705
-0.09,5,8.888122
0.96,11,8.899817
-0.12,6,8.906166
1.89,21,8.92798
-0.18,8,8.936302
-0.51,19,8.95595
-0.51,19,8.975385
0.96,11,8.986966
-0.27,11,8.998324
-0.09,5,9.003659
-0.09,5,9.00895
-0.09,5,9.014288
-0.18,8,9.022634
0.87,14,9.037168
-0.54,20,9.057695
-0.27,11,9.069057
1.02,9,9.078628
0.99,10,9.089144
-1.65,16,9.1054
-0.12,6,9.111694
0.9,13,9.125312
-0.09,5,9.13072
-0.57,21,9.152191
-0.21,9,9.16153
1.02,9,9.171046
1.05,8,9.179588
-0.39,15,9.194947
0.0,2,9.197266
-0.15,7,9.204925
-1.23,2,9.207132
-0.09,5,9.257783
-1.29,4,9.262034
0.99,10,9.27266
-0.24,10,9.283211
1.14,5,9.288636
-0.24,10,9.299082
3.18,19,9.319201
-0.18,8,9.327723
-0.24,10,9.338081
-0.09,5,9.343379
-0.18,8,9.351663
-0.3,12,9.363946
2.25,9,9.373629
0.99,10,9.384341
-0.15,7,9.391646
-0.15,7,9.398994
-0.3,12,9.411482
0.57,24,9.436265
-0.06,4,9.440563
-0.21,9,9.449928
1.86,22,9.473026
-0.12,6,9.47939
-0.12,6,9.485851
-0.3,12,9.498384
0.87,14,9.513261
-0.24,10,9.523897
2.22,10,9.534651
0.99,10,9.545276
-0.15,7,9.552709
2.1,14,9.567487
0.78,17,9.58525
-0.42,16,9.601779
3.51,8,9.610372
0.9,13,9.624018
1.95,19,9.643933
-0.21,9,9.653335
-0.03,3,9.656653
-0.03,3,9.659918
-0.12,6,9.666285
-0.03,3,9.669579
-0.21,9,9.678961
-0.15,7,9.686289
0.99,10,9.696923
3.3,15,9.712852
-0.15,7,9.7202
-0.18,8,9.728801
-0.12,6,9.735135
0.0,2,9.737417
-1.62,15,9.752783
0.78,17,9.770389
2.1,14,9.785243
-1.23,2,9.787467
3.18,19,9.852817
0.69,20,9.873892
-0.27,11,9.885308
1.11,6,9.891804
1.98,18,9.9109
1.11,6,9.91735
2.1,14,9.932035
-0.21,9,9.941408
-0.15,7,9.948809
1.83,23,9.973025
-0.21,9,9.982342
-0.12,6,9.988676
2.16,12,10.001435
-0.12,6,10.00774
-0.06,4,10.012073
-0.21,9,10.021445
2.04,16,10.038442
0.96,11,10.050125
-0.18,8,10.074826
1.14,5,10.080256
0.99,10,10.090666
0.72,19,10.11061
0.99,10,10.121168
-0.09,5,10.126446
1.05,8,10.134953
-0.21,9,10.144407
1.11,6,10.150841
1.86,22,10.173746
0.99,10,10.184194
-0.33,13,10.197564
0.81,16,10.214189
-0.21,9,10.223599
0.81,16,10.240378
-0.03,3,10.243687
-0.18,8,10.252009
-0.15,7,10.259341
-0.03,3,10.262659
2.19,11,10.274411
-0.12,6,10.280865
1.83,23,10.304937
-0.21,9,10.314502
3.12,21,10.336394
-0.09,5,10.341824
-0.06,4,10.346136
-0.21,9,10.355623
3.12,21,10.377794
-0.24,10,10.388172
-0.24,10,10.444088
1.11,6,10.450497
-0.15,7,10.457965
2.28,8,10.466576
0.99,10,10.477189
0.9,13,10.490826
2.19,11,10.502592
-0.33,13,10.516181
-1.29,4,10.520584
4.35,21,10.543235
-0.15,7,10.550739
0.57,24,10.575775
2.1,14,10.590629
-0.18,8,10.598941
-0.12,6,10.605301
-1.29,4,10.60952
1.05,8,10.618071
-0.3,12,10.63047
-0.03,3,10.633765
1.05,8,10.642342
-0.12,6,10.648809
2.25,9,10.658325
2.28,8,10.666894
2.16,12,10.67968
-0.33,13,10.693262
